Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 02, New York, New York",02-RC-067094,"Mount Sinai Medical Center",Closed,10/19/2011,02/20/2013,"Certific. of Representative","New York",NY,A,"Single Labor Organization",Initial,02/12/2013,8,,"International Union of Operating Engineers Local 30, AFL-CIO",7,,,,,,7,,,,"International Union of Operating Engineers Local 30, AFL-CIO","INCLUDED: All full-time and regular part-time fire marshals employed by the
Employer
EXCLUDED: All other employees, office clerical employees, guards, and supervisors
as defined in the Act.",,,
"Region 29, Brooklyn, New York",29-RC-012031,"Grace Industries LLC",Closed,04/25/2011,12/27/2012,"Certific. of Representative",Plainview,NY,B,"Single Labor Organization",Initial,12/13/2012,7,,"HIGHWAY, ROAD, AND STREET CONSTRUCTION LABORERS, LOCAL 1010",6,,,,,,6,,,,"HIGHWAY, ROAD, AND STREET CONSTRUCTION LABORERS, LOCAL 1010",,,,
"Region 22, Newark, New Jersey",22-RC-061844,"Vertis Inc.",Closed,07/28/2011,12/17/2012,"Certification of Results",Monroe,NJ,A,"Revised Single Labor Org",Initial,12/12/2012,80,,"AMALGAMATED LITHOGRAPHERS OF AMERICA, LOCAL 1-L, IBT ",37,,,,,37,74,,,,,"INCLUDED:	All full-time and regular part-time hourly production, maintenance, shipping and receiving employees in the pre press department, manual area, finishing department, Kodak pressroom, warehouse, UV coating department, Xeikon pressroom including the following classifications: programmer, proofreader, adjuster, team leader, pressmen, assistant pressmen, technician, shipper, receiver, electrician and building maintenance, employed by the Employer at its 28 Englehardt Drive, Monroe, New Jersey facility, 
.
EXCLUDED:	All managerial employees, office clerical employees, salaried production and maintenance employee, accounting employees, sales employees, client service employees, professional employees, guards and supervisors as defined in the Act and all other employees.
",,,
"Region 08, Cleveland, Ohio",08-UD-066551,"ARTIFLEX MANUFACTURING, LLC",Closed,10/12/2011,12/18/2012,"Certification of Results",WOOSTER,OH,A,UD,Rerun,12/05/2012,480,1,"UNITED STEEL, PAPER, FORESTRY, RUBBER, MFG, ENERGY, ALLIED INDUS. & SVC WKRS",88,,,,,288,376,,,,,"All hourly rated plant employees employed at the Employer's Clyde and Wooster facilities excluding
truck drivers, office clerical employees, professional employees, plant guards, watchmen or other
security forces, and all supervisors as defined In the National Labor Relations Act, as amended.",,,
"Region 10, Atlanta, Georgia",26-RD-001182,"OMNOVA Solutions, Inc.",Closed,05/10/2011,07/30/2012,"Certification of Results",Columbus,MS,A,"Revised Single Labor Org",Initial,11/13/2012,314,,"UNITED STEELWORKERS LOCAL 1-0450",18,,,,,118,136,,126,,,"INCLUDED:  All full-time and regular part-time hourly production and maintenance employees employed by the Employer at its Columbus, Mississippi plant. 
EXCLUDED: All other employees, office employees, timekeepers, clerks, quality control, production control, management trainees, confidential salaried employees, professional employees, guards and supervisors as defined in the Act.",,,
"Region 28, Phoenix, Arizona",28-RD-001009,"The Hertz Corporation",Closed,01/07/2011,11/18/2011,"Certification of Results","El Paso",TX,A,"Single Labor Organization",Initial,11/07/2012,6,,"GENERAL DRIVERS, WAREHOUSEMEN AND HELPERS, LOCAL UNION 745, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",3,,,,,3,6,,,,,"INCLUDED: All counter sales representatives employed by The Hertz Corporation (Employer) at its facility located at 6510 Convair Road, El Paso, Texas.

EXCLUDED:  Garage attendants, mechanics, office clericlas, managers, guards, all other employees, and supervisors as defined in the Act.",,,
"Region 13, Chicago, Illinois",13-UD-060617,"Provena St. Joseph Medical Center",Closed,06/27/2011,11/07/2012,"Certification of Results",Joliet,IL,A,UD,Initial,10/24/2012,813,,"Illinois Nurses Association",158,,,,,110,268,,3,,,"All full-time and regular part-time registered nurses who hold the position description of staff registered nurse, and In House Registry Nurses (formerly CWYN nurses) who worked more than 130 hours in the preceding six (6) months (to be determined following the first payroll in January and July) employed by the Employer at its facility currently located at 333 Madison St., Joliet, Illinois 60435; but excluding all other persons including but not limited to physicians, all other professionals, technical employees, maintenance employees, business office employees, clerical employees, other staff employees, members of religious orders, supervisors, managers, and guards as defined in the Act.",,,
"Region 10, Atlanta, Georgia",11-RD-000732,"UNITED STATES INFRASTRUCTURE CORPORATION",Closed,03/23/2011,10/29/2012,"Certification of Results",Raleigh,NC,A,"Revised Single Labor Org",Initial,10/19/2012,144,8,"Communication Workers of America, Local 3682",54,,,,,59,113,,2,,,"All full-time and regular part-time utility locators employed by the Employer in the State of North Carolina; but excluding all other employees, professional employees, confidential secretaries, supervising clerks, and guards and supervisors as defined in the Act",,,
"Region 04, Philadelphia, Pennsylvania",04-RD-061732,"Affordable Hospitality Associates, LP d/b/a Hampton Inn, Philadelphia",Closed,07/27/2011,10/31/2012,"Certific. of Representative",Philadelphia,PA,A,"Single Labor Organization",Initial,10/19/2012,44,,"UNITE HERE LOCAL 274",27,,,,,17,44,,,,"UNITE HERE LOCAL 274","INCLUDED:  All full-time and regular part-time Breakfast Attendants, Lobby Attendants, Bellmen, Room Attendants, Housemen, Laundry Attendants, and Room Inspectors employed by the Employer at the Hampton Inn, 1301 Race Street, Philadelphia, PA.

EXCLUDED:  Front desk and engineering employees, guards, and supervisors as defined in the Act.",,,
"Region 14, Saint Louis, Missouri",14-RD-063069,"Heartland Human Services",Closed,08/22/2011,07/15/2014,"Withdrawal Non-adjusted",Effingham,IL,A,"Revised Single Labor Org",Initial,10/09/2012,40,,"American Federation of State, County and Municipal Employees (AFSCME), Council 31, AFL-CIO",19,,,,,19,38,,,,,"All full-time and regular part-time employees employed by the Employer at its Effingham, Illinois facility, excluding office clerical and professional employees, guards and supervisors as defined in the Act.",,,
"Region 32, Oakland, California",32-RC-005828,"Kronos Foods Corp., d/b/a Rain Creek Baking Company",Closed,06/16/2011,10/11/2012,"Certification of Results",Madera,CA,A,"Single Labor Organization",Rerun,09/28/2012,179,1,"BAKERY, CONFECTIONERY, TOBACCO WORKERS &  GRAIN MILLERS UNION LOCAL 85, BAKERY, CONFECTIONERY, TOBACCO WORKERS & GRAIN MILLERS INTERNATIONAL UNION, AFL-CIO",19,,,,,153,172,,3,,,"All full-time, regular part-time and regular seasonal production, warehouse, maintenance, sanitation, and quality assurance employees, data entry/label clerks, R&D/Sample clerks and customer service clerks employed by the Employer at its facility located at 2401 West Almond Avenue, Madera, California; excluding casual seasonal employees, other casual or temporary employees, confidential and managerial employees, guards, and supervisors as defined in the Act.",,,
"Region 20, San Francisco, California",20-RC-066407,"American Medical Response Inc.",Closed,10/11/2011,10/30/2012,"Certific. of Representative","Various Locations",CA,C,"Two Labor Organizations",Initial,09/26/2012,1890,11,"United EMS Workers, AFSCME Local 4911",838,"NATIONAL EMERGENCY MEDICAL SERVICES ASSOCIATION (NEMSA)",233,,,16,1087,,85,,"United EMS Workers, AFSCME Local 4911","All full-time and regularly scheduled part-time RNs employed by the
Employer in Alameda, Contra Costa, Marin, Placer, Sacramento, San
Benito, San Francisco, San Joaquin, San Mateo, Santa Clara, Santa Cruz,
Shasta, Solano, Sonoma, Stanislaus, Tulare and Yolo counties, and any
distinct CCT and IFT divisions;
EXCLUDING: All other employees, guards and supervisors as defined by
the National Labor Relations Act, as amended.","VOTING GROUP B
All full-time and regularly scheduled part-time non-professional
employees employed by the Employer in Northern California, including:
EMT-Is, EMT-2s, EMT-Ps, drivers, wheelchair van drivers, paramedic
CCTs, EMT CCTs and gumey van drivers (Sacramento only) in Alameda,
Contra Costa, Marin, Placer, Sacramento, San Benito, San Francisco, San
Joaquin, San Mateo, Santa Clara, Santa Cruz, Shasta, Solano, Sonoma,
Stanislaus, Tulare and Yolo counties, and any distinct CCT and IFT
divisions; Dispatchers call takers/customer service representatives, system status
controllers in Santa Clara, Sacramento, San Mateo (BayCom), Sonoma
(RedCom) and Stanislaus (LifeCom) Counties;
Pre-billers, billers, clerk Is, clerk 2s, stockers, washers, vehicle service
technicians, mailroorn clerk (Alameda only), couriers, deployment
coordinators and schedulers in Alameda, Contra Costa, San Mateo, Santa
Clara, Stanislaus (vehicle service technician only), Tulare (clerk Is and
clerk 2s only), and any distinct CCT and IFT divisions, facilities
coordinators (Santa Clara, Stanislaus and CCT and IFT divisions only);
EXCLUDING: RNs, EMT- 1 s and EMT-Ps in Tracy and Turlock, EMT-Ps
in San Mateo County and all other personnel, all professional employees,
guards and supervisors as defined by the National Labor Relations Act, as
amended.","VOTING GROUP B
All full-time and regularly scheduled part-time non-professional
employees employed by the Employer in Northern California, including:
EMT-Is, EMT-2s, EMT-Ps, drivers, wheelchair van drivers, paramedic
CCTs, EMT CCTs and gumey van drivers (Sacramento only) in Alameda,
Contra Costa, Marin, Placer, Sacramento, San Benito, San Francisco, San
Joaquin, San Mateo, Santa Clara, Santa Cruz, Shasta, Solano, Sonoma,
Stanislaus, Tulare and Yolo counties, and any distinct CCT and IFT
divisions; Dispatchers call takers/customer service representatives, system status
controllers in Santa Clara, Sacramento, San Mateo (BayCom), Sonoma
(RedCom) and Stanislaus (LifeCom) Counties;
Pre-billers, billers, clerk Is, clerk 2s, stockers, washers, vehicle service
technicians, mailroorn clerk (Alameda only), couriers, deployment
coordinators and schedulers in Alameda, Contra Costa, San Mateo, Santa
Clara, Stanislaus (vehicle service technician only), Tulare (clerk Is and
clerk 2s only), and any distinct CCT and IFT divisions, facilities
coordinators (Santa Clara, Stanislaus and CCT and IFT divisions only);
EXCLUDING: RNs, EMT- 1 s and EMT-Ps in Tracy and Turlock, EMT-Ps
in San Mateo County and all other personnel, all professional employees,
guards and supervisors as defined by the National Labor Relations Act, as
amended.","VOTING GROUP B
All full-time and regularly scheduled part-time non-professional
employees employed by the Employer in Northern California, including:
EMT-Is, EMT-2s, EMT-Ps, drivers, wheelchair van drivers, paramedic
CCTs, EMT CCTs and gumey van drivers (Sacramento only) in Alameda,
Contra Costa, Marin, Placer, Sacramento, San Benito, San Francisco, San
Joaquin, San Mateo, Santa Clara, Santa Cruz, Shasta, Solano, Sonoma,
Stanislaus, Tulare and Yolo counties, and any distinct CCT and IFT
divisions; Dispatchers call takers/customer service representatives, system status
controllers in Santa Clara, Sacramento, San Mateo (BayCom), Sonoma
(RedCom) and Stanislaus (LifeCom) Counties;
Pre-billers, billers, clerk Is, clerk 2s, stockers, washers, vehicle service
technicians, mailroorn clerk (Alameda only), couriers, deployment
coordinators and schedulers in Alameda, Contra Costa, San Mateo, Santa
Clara, Stanislaus (vehicle service technician only), Tulare (clerk Is and
clerk 2s only), and any distinct CCT and IFT divisions, facilities
coordinators (Santa Clara, Stanislaus and CCT and IFT divisions only);
EXCLUDING: RNs, EMT- 1 s and EMT-Ps in Tracy and Turlock, EMT-Ps
in San Mateo County and all other personnel, all professional employees,
guards and supervisors as defined by the National Labor Relations Act, as
amended."
"Region 21, Los Angeles, California",21-RC-064502,"NATIONAL STEEL & SHIP BUILDING COMPANY",Closed,09/06/2011,09/05/2012,"Certification of Results","San Diego",CA,A,"Single Labor Organization",Initial,08/28/2012,12,,"INTERNATIONAL BROTHERHOOD OF BOILERMAKERS, IRON SHIP BUILDERS, BLACKSMITHS, FORGERS AND HELPERS, AFL-CIO",6,,,,,6,12,,,,,"Included: All full-time and regular part-time employees of the fire department employed by the Employer at its San Diego area shipyard operations; 

Excluded: office clerical employees, and guards and supervisors as defined in the Act.",,,
"Region 19, Seattle, Washington",19-RC-068130,"Ashland Food Cooperative",Closed,11/02/2011,09/04/2012,"Certification of Results",Ashland,OR,A,"Single Labor Organization",Initial,08/24/2012,149,,"UNITED FOOD & COMMERCIAL WORKERS UNION, LOCAL 555",42,,,,,75,117,,9,,,"All employees employed by the Employer at its facility located in Ashland, Oregon; but excluding all office clerical employees, confidential employees, technical employees, professional employees, managerial employees, the Board of Directors Staff Representative, guards and supervisors as defined in the Act.",,,
"Region 10, Atlanta, Georgia",26-RC-066740,"GGNSC, LLC Springfield LLC d/b/a Golden Living Center - Springfield",Closed,10/14/2011,09/04/2012,"Withdrawal Non-adjusted",Springfield,TN,A,"Single Labor Organization",Initial,08/23/2012,39,,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO",22,,,,,10,34,,2,,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO","Included:  All full time and regular part time Licensed Practical Nurse, Certified Nursing Assistants, Central Supply employees employed by the Employer at its Springfield, Tennessee facility. 

Excluded: All other employees including the Director of Nursing, Assistant Directors of Nursing, Director of Clinical Education, Resident Nursing Assessment Coordinators, Registered Nurses, Medical Records Coordinator, Dietary Employees, Admissions Director, Activities Employees, Social Services, Contract Personnel, Housekeeping, Maintenance, office clerical employees, professionals, guards and supervisors as defined in the Act.",,,
"Region 02, New York, New York",02-RC-070804,"Sanitation Salvage Corp",Closed,12/15/2011,06/07/2013,"Certific. of Representative",Bronx,NY,A,"Two Labor Organizations",Rerun,08/16/2012,29,,"LOCAL 124 RECYCLING, AIRPORT, INDUSTRIAL AND SERVICE EMPLOYEES UNION",32,"LABORERS' INTERNATIONAL UNION OF NORTH AMERICA, [LIUNA]",10,,,2,44,,5,,"LOCAL 124 RECYCLING, AIRPORT, INDUSTRIAL AND SERVICE EMPLOYEES UNION",,,,
"Region 13, Chicago, Illinois",13-RC-022018,"Tractor Company d/b/a CCS Trucking",Closed,03/29/2011,02/28/2013,"Certific. of Representative",Chicago,IL,A,"Revised Two Labor Orgs",Rerun,08/13/2012,12,,"International Brotherhood of Teamsters Local Union No. 727",4,"Production Workers Local 707",8,,,,,,,,"Production Workers Local 707","All full-time and regular part-time truck drivers, warehousemen, shippers and receivers employed by the Employer at its facilities currently located at 3636 S. California Ave, Chicago, Illinois and 5448 W. 47th Forest View, Illinois; but excluding all other employees, office clerical employees and guards, professional employees and supervisors as defined in the Act.",,,
"Region 13, Chicago, Illinois",13-RC-067437,"Tractor Company d/b/a CCS Trucking",Closed,10/24/2011,02/28/2013,"Certific. of Representative",Chicago,IL,A,"Revised Single Labor Org",Initial,08/13/2012,12,,"LOCAL 707, NATIONAL PRODUCTION WORKERS UNION",8,,,,,,12,,,,"LOCAL 707, NATIONAL PRODUCTION WORKERS UNION","All full-time and regular part-time truck drivers, warehousemen, shippers and receivers employed by the Employer at its facilities currently located at 3636 S. California Ave, Chicago, Illinois and 5448 W. 47th Forest View, Illinois, but excluding all other employees, office clerical employees and guards, professional employees and supervisor as defined in the Act.",,,
"Region 28, Phoenix, Arizona",28-RC-068487,"Factor Sales, Inc.",Closed,11/08/2011,11/04/2013,"Withdrawal Non-adjusted","San Luis",AZ,A,"Single Labor Organization",Initial,08/04/2012,342,2,"UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 99",116,,,,,178,316,,22,,,"Included: All full time and regular time part-time employees at the Employer's retail food stores and at its CEDIS (distribution center).
Excluded: Office clerical employees, main-office employees, buyers, export/warehouse coordinator, store managers, assistant store managers, security-department employees, export-department employees, maintenance department employees, guards and supervisors as defined by the National Labor Relations Act.",,,
"Region 12, Tampa, Florida",24-RD-069699,"Trans Caribbean Dairy Corp.",Closed,11/29/2011,08/10/2012,"Certification of Results","Saint Thomas",VI,A,"Single Labor Organization",Initial,07/31/2012,19,,"UNITED INDUSTRIAL WORKERS OF THE SEAFARERS INT'L UNION, AFL-CIO",4,,,,,12,16,,,,,,,,
"Region 08, Cleveland, Ohio",08-RC-017064,"The American Bottling Company, Inc., d/b/a DR. PEPPER SNAPPLE GROUP",Closed,02/24/2011,08/07/2012,"Certific. of Representative",Twinsburg,OH,A,"Single Labor Organization",Initial,07/27/2012,164,,"TEAMSTERS LOCAL 348",93,,,,,33,126,,,,"TEAMSTERS LOCAL 348",,,,
"Region 29, Brooklyn, New York",29-RC-012031,"Grace Industries LLC",Closed,04/25/2011,12/27/2012,"Certific. of Representative",Plainview,NY,A,"Two Labor Organizations",Initial,07/24/2012,3,,"HIGHWAY, ROAD, AND STREET CONSTRUCTION LABORERS, LOCAL 1010",,"LOCAL 175, UPPW IUJAT",,,,,,,3,Y,,,,,
"Region 13, Chicago, Illinois",13-RD-068844,"Arlington Metals Corporation",Closed,11/15/2011,07/31/2012,"Certific. of Representative","Franklin Park",IL,A,"Single Labor Organization",Initial,07/18/2012,25,,"United Steel Paper and Forestry Rubber Manufacturing Energy Allied Industrial and Service Workers International Union, Local 6037, AFL-CIO, CLC",13,,,,,9,22,,2,,"United Steel Paper and Forestry Rubber Manufacturing Energy Allied Industrial and Service Workers International Union, Local 6037, AFL-CIO, CLC","All full-time and regular part-time production, maintenance, and shiping and receiving employees employed by the Employer at its facility currently located at 11355 Franklin Avenue, Franklin Park, Illinois; but excluding office clerical employees and guards, professional employees and supervisors as defined in the Act.",,,
