"31-RC-217480","9500 Stockdale Highway, Bakersfield, CA, ","Match","Exact","9500 STOCKDALE HWY, BAKERSFIELD, CA, 93311","-119.106797596593,35.354490417593","657802314","L","06","029","002806","2001"
"29-RC-155491","1250 Ocean Ave, Brooklyn, NY, ","Match","Exact","1250 OCEAN AVE, BROOKLYN, NY, 11230","-73.957598130831,40.631675316013","59081637","R","36","047","076400","2000"
"31-RC-164868","3001 South Flower Street, Los Angeles, CA, 90007","Match","Exact","3001 S FLOWER ST, LOS ANGELES, CA, 90007","-118.276843370242,34.024470314276","141607555","R","06","037","224702","1014"
"32-RC-201548","200 7Th Ave., Santa Cruz, CA, 95062","Match","Exact","200 7TH AVE, SANTA CRUZ, CA, 95062","-121.998417848748,36.964134810228","125519728","R","06","087","121501","3023"
"32-RC-250991","718 Bartlett Avenue, Hayward, CA, ","Match","Exact","718 BARTLETT AVE, HAYWARD, CA, 94541","-122.118218254542,37.669358046201","606312792","L","06","001","436200","2003"
"29-RC-179026","1701 Sunrise Highway, Westbury, NY, 11590","No_Match"
"31-RC-150220","12555 Central Ave., Chino, CA, ","Match","Exact","12555 CENTRAL AVE, CHINO, CA, 91710","-117.689329127996,34.025442519802","144673007","L","06","071","000604","2002"
"32-RC-283407","2041 Factory Street, Richmond, CA, ","Match","Exact","2041 FACTORY ST, RICHMOND, CA, 94801","-122.367376045879,37.946792424115","654363173","R","06","013","378000","1042"
"32-RC-246490","345 N. Virginia St., Reno, NV, ","Match","Exact","345 NORTH VIRGINIA ST, RENO, NV, 89501","-119.814072986058,39.529184392236","657704206","L","32","031","000104","2000"
"29-RC-355955","46-09 Queens Boulevard, Sunnyside, NY, ","Match","Exact","46-09 QUEENS BLVD, SUNNYSIDE, NY, 11104","-73.918522071227,40.743339877608","59692685","L","36","081","025301","3001"
"31-RC-103460","8800 Ming Ave., Bakersfield, CA, ","Match","Exact","8800 MING AVE, BAKERSFIELD, CA, 93311","-119.100311397693,35.339819033579","109141664","L","06","029","002806","2028"
"32-RC-190377","747 52Nd St., Oakland, CA, 94609","Match","Exact","747 52ND ST, OAKLAND, CA, 94609","-122.26819140968,37.837261575478","606194102","L","06","001","401000","1001"
"32-RC-208175","1925 East Houston Avenue, Visalia, CA, ","Match","Exact","1925 E HOUSTON AVE, VISALIA, CA, 93292","-119.271829332226,36.341823601796","657479175","R","06","107","001305","2000"
"31-RC-201098","2415 Antonio Ave, Camarillo, CA, 93010","Match","Exact","2415 ANTONIO AVE, CAMARILLO, CA, 93010","-119.021699696272,34.244277722858","110015303","R","06","111","005202","2018"
"29-RC-115803","111 Wilshire Blvd., Brentwood, NY, ","Match","Exact","111 WILSHIRE BLVD, BRENTWOOD, NY, 11717","-73.289979339822,40.778366962226","114255351","R","36","103","201200","1009"
"31-RC-164872","5375 West San Fernando Road, Los Angeles, CA, 90039","Match","Exact","5375 W SAN FERNANDO RD, LOS ANGELES, CA, 90039","-118.273706377551,34.149244026581","141597387","L","06","037","188100","1002"
"31-RC-185799","10685 Beech Ave., Fontana, CA, ","Match","Exact","10685 BEECH AVE, FONTANA, CA, 92337","-117.47122178159,34.05944079103","144641848","L","06","071","002609","2013"
"32-RC-289198","725 Welch Road, Palo Alto, CA, ","Match","Exact","725 WELCH RD, PALO ALTO, CA, 94304","-122.174455873369,37.437200027352","618202442","L","06","085","511609","1025"
"29-RC-102996","79 Cedar Swamp Road, Glen Cove, NY, ","Match","Exact","79 CEDAR SWAMP RD, GLEN COVE, NY, 11542","-73.619231948407,40.853187899963","147688515","L","36","059","517302","1007"
"32-RC-203735","650 Brennan Street, San Jose, CA, ","Match","Non_Exact","650 BRENNAN AVE, SAN JOSE, CA, 95131","-121.914602455553,37.391702431978","122959904","R","06","085","505006","5012"
"32-RC-348491","3115 W. March Ln., Stockton, CA, ","Match","Exact","3115 W MARCH LN, STOCKTON, CA, 95219","-121.350993177218,37.984123393722","658264112","R","06","077","003118","2004"
"29-RC-308767","71-19 80Th Street, Glendale, NY, ","Match","Exact","71-19 80TH ST, GLENDALE, NY, 11385","-73.869337958192,40.70771608157","59705208","L","36","081","063700","3000"
"29-RC-340463","667 Kent Ave, Brooklyn, NY, ","Match","Exact","667 KENT AVE, BROOKLYN, NY, 11249","-73.963216716468,40.701107361373","59077808","L","36","047","053900","1000"
"32-RC-353848","1057A Macarthur Blvd., San Leandro, CA, 94577","Match","Non_Exact","1057A MACARTHUR BLVD, SAN LEANDRO, CA, 94577","-122.139751662596,37.732485448698","657869328","R","06","001","432100","3001"
"31-RC-290957","6762 Lexington Ave., Los Angeles, CA, 90038","Match","Exact","6762 LEXINGTON AVE, LOS ANGELES, CA, 90038","-118.338055836502,34.09252284921","141599520","L","06","037","191901","2005"
"29-RC-271363","1274 39Th Street, Brooklyn, NY, ","Match","Exact","1274 39TH ST, BROOKLYN, NY, 11218","-73.986910164035,40.640925401229","59080131","R","36","047","023000","3000"
"28-RC-195038","6900 West Millen Dr, Hobbs, NM, 88240","Match","Non_Exact","6900 W MILLEN DR, HOBBS, NM, 88244","-103.223415783237,32.764119848093","638144434","R","35","025","000702","2048"
"32-RC-336049","145 W Santa Clara St, San Jose, CA, 95113","Match","Exact","145 W SANTA CLARA ST, SAN JOSE, CA, 95113","-121.892836773368,37.335152058166","122907843","R","06","085","500800","2013"
"32-RC-320941","1438 Webster Street, Oakland, CA, 94612","Match","Exact","1438 WEBSTER ST, OAKLAND, CA, 94612","-122.268503577785,37.803766246128","124997171","R","06","001","402900","1031"
"29-RC-098359","20-52 Mott Avenue, Far Rockaway, NY, ","Match","Exact","20-52 MOTT AVE, FAR ROCKAWAY, NY, 11691","-73.753171988627,40.60447106768","59723130","R","36","081","103202","1007"
"29-RC-238349","1515 Stewart Avenue, Westbury, NY, ","Match","Exact","1515 STEWART AVE, WESTBURY, NY, 11590","-73.572265905023,40.737598332884","147632012","L","36","059","407600","2010"
"31-RC-134152","7555 San Luis Ave., Atascadero, CA, 93422","Match","Exact","7555 SAN LUIS AVE, ATASCADERO, CA, 93422","-120.658506329794,35.478135528091","109893818","R","06","079","012502","3024"
"31-RC-335538","100 Flower Street, Glendale, CA, 91201","No_Match"
"32-RC-204635","2450 Ashby Avenue, Berkeley, CA, ","Match","Exact","2450 ASHBY AVE, BERKELEY, CA, 94705","-122.267099752129,37.855159985232","652211333","R","06","001","423901","1001"
"32-RC-331629","300 Pasteur Dr. St, Anford, CA, 94305","No_Match"
"28-RC-301613","3790 South Las Vegas Boulevard, Las Vegas, NV, ","Match","Exact","3790 S LAS VEGAS BLVD, LAS VEGAS, NV, 89158","-115.173072587588,36.10864396146","617824977","L","32","003","006700","1016"
"32-RC-257578","1 Portola Pl, Monterey, CA, 93940","Match","Non_Exact","1 PORTOLA PLZ, MONTEREY, CA, 93940","-121.894218417545,36.601368688322","652010576","R","06","053","012700","2008"
"28-RC-311423","48 Walter Jones Blvd, El Paso, TX, ","Match","Exact","48 WALTER JONES BLVD, EL PASO, TX, 79906","-106.378576498806,31.81956064808","642834056","R","48","141","980000","1005"
"29-RC-248154","53 Court Street, Brooklyn, NY, 11201","Match","Exact","53 COURT ST, BROOKLYN, NY, 11201","-73.991270617602,40.69178500316","59075040","L","36","047","000900","1004"
"29-RC-192413","505 St. Marks Avenue, Brooklyn, NY, ","Match","Exact","505 ST MARKS AVE, BROOKLYN, NY, 11238","-73.956955784223,40.676175783509","59079323","L","36","047","030500","2000"
"28-RC-159381","3770 Las Vegas Blvd. South, Las Vegas, NV, ","Match","Exact","3770 LAS VEGAS BLVD S, LAS VEGAS, NV, 89109","-115.173041084965,36.105237431112","650071486","R","32","003","006700","1016"
"32-RC-340585","1093 W. Deltha Ave., Woodlake, CA, 93286","No_Match"
"28-RC-195484","2701 Simmons St., North Las Vegas, NV, 89032","Match","Exact","2701 SIMMONS ST, NORTH LAS VEGAS, NV, 89032","-115.179167035715,36.208847737625","201947728","L","32","003","003616","1003"
"29-RC-192418","105 And 150 Price Parkway, Farmingdale, NY, ","Match","Non_Exact","150 PRICE PKWY, FARMINGDALE, NY, 11735","-73.427609753555,40.741682705581","638278472","L","36","103","122300","2019"
"32-RC-203303","825 Delbon Ave., Turlock, CA, ","Match","Exact","825 DELBON AVE, TURLOCK, CA, 95382","-120.839517925226,37.510538966736","102595081","L","06","099","003907","3000"
"29-RC-314143","339 Gateway Drive, Brooklyn, NY, ","Match","Exact","339 GATEWAY DR, BROOKLYN, NY, 11239","-73.875646985809,40.651459069954","59103278","R","36","047","107001","1011"
"28-RC-163899","3720 Las Vegas Blvd South., Las Vegas, NV, ","Tie"
"28-RC-219130","3663 S. Las Vegas Blvd, Las Vegas, NV, 89109","Match","Exact","3663 S LAS VEGAS BLVD, LAS VEGAS, NV, 89109","-115.172914345721,36.110960389144","650056485","L","32","003","006700","1018"
"31-RC-115881","601 South Rockefeller Avenue, Ontario, CA, ","Match","Exact","601 S ROCKEFELLER AVE, ONTARIO, CA, 91761","-117.554517128756,34.05903351271","144641045","L","06","071","012700","1045"
"29-RC-096163","148-35 Jamaica Avenue, Jamaica, NY, ","Match","Exact","148-35 JAMAICA AVE, JAMAICA, NY, 11435","-73.806097275869,40.701867067257","59713206","L","36","081","024000","3002"
"29-RC-136323","680 Commack Road, Commack, NY, ","No_Match"
"32-RC-112807","1283 Atlantic St., Union City, CA, ","Match","Exact","1283 ATLANTIC ST, UNION CITY, CA, 94587","-122.034689267014,37.602178337962","125025636","R","06","001","440301","4013"
"29-RC-273119","3131 Nesconset Highway, Centereach, NY, ","Match","Exact","3131 NESCONSET HWY, CENTEREACH, NY, 11720","-73.098039442795,40.888094680907","638167406","R","36","103","158108","2009"
"31-RC-347513","12780 San Fernando Road, Sylmar, CA, ","Match","Exact","12780 SAN FERNANDO RD, SYLMAR, CA, 91342","-118.462433025183,34.302384676775","141545471","R","06","037","106520","2012"
"29-RC-192894","301 Sullivan Place, Brooklyn, NY, 11225","Match","Exact","301 SULLIVAN PL, BROOKLYN, NY, 11225","-73.952518582264,40.664647171115","59079543","L","36","047","032100","4000"
"32-RC-086032","1555 Soquel Dr., In Santa Cruz, CA, ","Match","Non_Exact","1555 SOQUEL DR, SANTA CRUZ, CA, 95065","-121.984356829024,36.988232879582","606001915","L","06","087","121300","1003"
"32-RC-294523","7010 N. Marks Avenue, Fresno, CA, 93711","Match","Exact","7010 N MARKS AVE, FRESNO, CA, 93711","-119.847346866465,36.837438231397","197632009","R","06","019","004301","3026"
"29-RC-298884","1 John Street, Brooklyn, NY, ","Match","Exact","1 JOHN ST, BROOKLYN, NY, 11201","-73.98835695682,40.704511772868","59074727","L","36","047","002100","2000"
"32-RC-281210","1205 E North Street, Manteca, CA, 95336","Match","Non_Exact","1205 NORTH ST, MANTECA, CA, 95336","-121.1981601206,37.801124114436","133859289","L","06","077","005140","2007"
"29-RC-257095","160 Schermerhorn Street, Brooklyn, NY, ","Match","Exact","160 SCHERMERHORN ST, BROOKLYN, NY, 11201","-73.987262658859,40.689390909697","59075332","R","36","047","004300","2000"
"31-RC-233927","43755-43717 N. Division Street, Lancaster, CA, ","Match","Non_Exact","43717 DIVISION ST, LANCASTER, CA, 93535","-118.130262895882,34.678166167937","655808759","L","06","037","900501","2003"
"32-RC-304022","12480 Ridge Road, Sutter Creek, CA, 95685","Match","Exact","12480 RIDGE RD, SUTTER CREEK, CA, 95685","-120.789523404192,38.382655395074","132721711","R","06","005","000401","4016"
"31-RC-248185","44151 15Th St. West, Lancaster, CA, 93534","Match","Exact","44151 15TH ST W, LANCASTER, CA, 93534","-118.156874025743,34.685051701173","641277113","L","06","037","900703","1000"
"31-RC-275764","12006 East End Avenue, Chino, CA, ","Match","Exact","12006 E END AVE, CHINO, CA, 91710","-117.724341043711,34.034687941159","614819507","R","06","071","000403","3008"
"32-RC-258444","3633 Duck Creek Drive, Stockton, CA, ","Match","Exact","3633 DUCK CREEK DR, STOCKTON, CA, 95215","-121.229625901243,37.933901636192","133857176","R","06","077","003700","3002"
"32-RC-182304","782 E. Harding Way, Stockton, CA, ","Match","Exact","782 E HARDING WAY, STOCKTON, CA, 95204","-121.284041918716,37.969126829509","133849997","R","06","077","000402","1000"
"32-RC-065568","2050 Villanova Drive, Reno, NV, ","Match","Exact","2050 VILLANOVA DR, RENO, NV, 89502","-119.780509482654,39.509383993258","107108789","R","32","031","002107","2011"
"32-RC-155529","3110 W. Nielsen Avenue, In Fresno, CA, ","Match","Non_Exact","3110 W NIELSEN AVE, FRESNO, CA, 93706","-119.847883943784,36.742933312529","645806610","R","06","019","008600","1002"
"29-RC-156380","195 Oval Drive, Islandia, NY, ","Match","Exact","195 OVAL DR, ISLANDIA, NY, 11749","-73.193735632541,40.805013896587","113989747","R","36","103","145804","1019"
"31-RC-242409","23126 Drayton Street, Santa Clarita, CA, ","Match","Exact","23126 DRAYTON ST, SANTA CLARITA, CA, 91350","-118.540034307332,34.411374171658","142701753","R","06","037","920314","2028"
"32-RC-338271","2200 Mission College Blvd, Santa Clara, CA, 95054","Match","Exact","2200 MISSION COLLEGE BLVD, SANTA CLARA, CA, 95054","-121.964939755485,37.388658539275","122958487","R","06","085","505010","3011"
"32-RC-321842","4704 Fite Ct., Stockton, CA, 95215","Match","Exact","4704 FITE CT, STOCKTON, CA, 95215","-121.208254534426,37.908123772881","133893296","R","06","077","003700","3018"
"32-RC-188086","2637 Marine Way, South San Francisco, CA, 94080","No_Match"
"28-RC-290427","3333 Al Davis Way, Las Vegas, NV, ","No_Match"
"28-RC-354599","3409 E. 33Rd Pl, Yuma, AZ, 85365","Match","Non_Exact","3409 33RD PL, YUMA, AZ, 85365","-114.574650097427,32.666927919261","617967672","R","04","027","011107","1039"
"32-RC-238842","1024 Mellon Avenue, Manteca, CA, ","Match","Non_Exact","1024 S MELLON AVE, MANTECA, CA, 95337","-121.212155239324,37.789097098257","133902381","L","06","077","005137","4004"
"32-RC-267381","450 Edison Way, Reno, NV, ","Match","Exact","450 EDISON WAY, RENO, NV, 89502","-119.756158537701,39.505634129604","107054023","L","32","031","980000","1034"
"31-RC-083763","10650 Hemlock And 10774 Poplar Avenue, Fontana, CA, ","Match","Non_Exact","10774 POPLAR AVE, FONTANA, CA, 92337","-117.46261485104,34.058016397261","145226051","R","06","071","002609","2014"
"29-RC-178146","79-01 Broadway, Elmhurst, NY, ","No_Match"
"31-RC-207660","6601 And 6722 White Feather Road, Joshua Tree, CA, ","Match","Non_Exact","6722 WHITE FEATHER RD, JOSHUA TREE, CA, 92252","-116.27681546118,34.131162496851","144620048","L","06","071","010419","1023"
"29-RC-138950","69-73 74Th Street, Middle Village, NY, ","Match","Exact","69-73 74TH ST, MIDDLE VILLAGE, NY, 11379","-73.876678651489,40.707644132641","59695978","L","36","081","061900","1008"
"31-RC-198659","12555 Central Ave., Chino, CA, 91710","Match","Exact","12555 CENTRAL AVE, CHINO, CA, 91710","-117.689329127996,34.025442519802","144673007","L","06","071","000604","2002"
"32-RC-155511","150 River Oaks Parkway, San Jose, CA, ","Match","Exact","150 RIVER OAKS PKWY, SAN JOSE, CA, 95134","-121.936688115674,37.403430768071","122994484","L","06","085","505006","2003"
"29-RC-115854","169 Atlantic Ave, Brooklyn, NY, ","Match","Exact","169 ATLANTIC AVE, BROOKLYN, NY, 11201","-73.994265769657,40.690277094524","59075217","L","36","047","000900","2002"
"31-RC-228102","10400 Rancho Road, Adelanto, CA, 92301","Match","Exact","10400 RANCHO RD, ADELANTO, CA, 92301","-117.438987836132,34.557685337195","637795270","L","06","071","009133","3134"
"32-RC-336083","2033 Gateway Place, San Jose, CA, 95110","Match","Exact","2033 GATEWAY PL, SAN JOSE, CA, 95110","-121.922806048147,37.370658321643","122903018","R","06","085","505100","4001"
"31-RC-139814","3828 Delmas Terrace, Culver City, CA, ","Match","Exact","3828 DELMAS TER, CULVER CITY, CA, 90232","-118.397146436993,34.023069677386","241239583","L","06","037","702400","2006"
"31-RC-111029","3834 S. Western Avenue, Los Angeles, CA, ","Match","Exact","3834 S WESTERN AVE, LOS ANGELES, CA, 90062","-118.308830728652,34.016127275417","141606497","L","06","037","231302","2005"
"31-RC-248127","1400 E. Church Street, Santa Maria, CA, 93454","Match","Exact","1400 E CHURCH ST, SANTA MARIA, CA, 93454","-120.41459704214,34.952035881956","108595926","L","06","083","002211","4005"
"32-RC-306227","2155 Loveridge Road, Pittsburg, CA, 94565","Match","Exact","2155 LOVERIDGE RD, PITTSBURG, CA, 94565","-121.86948107388,38.010348713401","637094645","L","06","013","313102","1005"
"32-RC-259399","4785 Lawrence Ln, Fallon, NV, ","Match","Exact","4785 LAWRENCE LN, FALLON, NV, 89406","-118.555342542073,39.545767318015","139978734","L","32","001","950100","1181"
"32-RC-146223","3265 Investment Boulevard, Fresno, CA, ","No_Match"
"31-RC-147422","100 West California Blvd., Pasadena, CA, ","Match","Exact","100 W CALIFORNIA BLVD, PASADENA, CA, 91105","-118.15403359909,34.135704833991","141629633","L","06","037","463900","1001"
"29-RC-244157","99 Mark Tree Road, Centereach, NY, ","Match","Exact","99 MARK TREE RD, CENTEREACH, NY, 11720","-73.083640549647,40.860271513773","643054384","L","36","103","158103","1011"
"32-RC-144041","4520 S. Hwy., Stockton, CA, ","No_Match"
"31-RC-257073","400 Old River Road, Bakersfield, CA, 93301","Match","Non_Exact","400 OLD RIVER RD, BAKERSFIELD, CA, 93311","-119.114428057232,35.352233397933","109139594","L","06","029","002806","2012"
"32-RC-217519","5555 W. Las Positas Blvd., Pleasanton, CA, ","Match","Exact","5555 W LAS POSITAS BLVD, PLEASANTON, CA, 94588","-121.888542758956,37.687234844894","125080925","L","06","001","450743","4013"
"29-RC-290053","526 Gulf Avenue, Staten Island, NY, ","Match","Exact","526 GULF AVE, STATEN ISLAND, NY, 10314","-74.180279412966,40.613661067815","647708961","L","36","085","029102","1019"
"31-RC-276608","44545 Trevor Ave., Lancaster, CA, 93534","Match","Exact","44545 TREVOR AVE, LANCASTER, CA, 93534","-118.132585961283,34.691259301728","141526561","R","06","037","900607","1021"
"32-RC-227309","2791 North Main Street, In Walnut Creek, CA, ","Match","Non_Exact","2791 N MAIN ST, WALNUT CREEK, CA, 94597","-122.063110198605,37.924984974757","192089033","L","06","013","340001","2011"
"28-RC-151070","6355 S Buffalo Dr., Las Vegas, NV, ","Match","Exact","6355 S BUFFALO DR, LAS VEGAS, NV, 89113","-115.260804543676,36.072881113238","641446535","R","32","003","002974","2017"
"28-RC-289033","1222 S. Crismon Road, Mesa, AZ, ","Match","Exact","1222 S CRISMON RD, MESA, AZ, 85209","-111.61547020019,33.392831540521","657461819","R","04","013","422660","1022"
"32-RC-258050","1601 Dixon Landing Road, Milpitas, CA, ","Match","Exact","1601 DIXON LANDING RD, MILPITAS, CA, 95035","-121.926652413283,37.455132759758","637754729","R","06","001","441503","2044"
"32-RC-217504","5168 E. Dakota Avenue, Fresno, CA, ","Match","Exact","5168 E DAKOTA AVE, FRESNO, CA, 93727","-119.720103837389,36.786665035969","645802969","R","06","019","003104","2024"
"31-RC-152471","7800 Beverly Boulevard, Los Angeles, CA, 90036","Match","Exact","7800 BEVERLY BLVD, LOS ANGELES, CA, 90036","-118.359470964603,34.076052852236","141598568","L","06","037","214501","2003"
"32-RC-275865","1293 Harkins Road, Salinas, CA, 93901","No_Match"
"28-RC-192859","615 W Cheyenne Ave. N, Las Vegas, NV, ","Match","Non_Exact","615 W CHEYENNE AVE, NORTH LAS VEGAS, NV, 89030","-115.149942027265,36.217797005283","636831626","L","32","003","003700","1000"
"31-RC-145238","11695 Pacific Ave, Fontana, CA, ","Match","Exact","11695 PACIFIC AVE, FONTANA, CA, 92337","-117.518217310067,34.040944129348","144731513","L","06","071","002204","1049"
"32-RC-306231","2155 Loveridge Road, Pittsburg, CA, 94565","Match","Exact","2155 LOVERIDGE RD, PITTSBURG, CA, 94565","-121.86948107388,38.010348713401","637094645","L","06","013","313102","1005"
"31-RC-147416","9150 Aviation Boulevard, Los Angeles, CA, ","No_Match"
"34-RC-083026","7 Makara St. Ter, Ryville, CT, 06786","Match","Non_Exact","7 MAKARA ST, TERRYVILLE, CT, 06786","-72.994998447748,41.67824503212","3115206","R","09","005","425500","3000"
"29-RC-273962","1333 Roanoke Ave, Riverhead, NY, ","Match","Exact","1333 ROANOKE AVE, RIVERHEAD, NY, 11901","-72.673462717508,40.932368946202","114023965","L","36","103","169800","2006"
"31-RC-145235","10641 Almond Avenue, Fontana, CA, 92337","Match","Exact","10641 ALMOND AVE, FONTANA, CA, 92337","-117.493168756744,34.060304379183","653170260","L","06","071","002609","2031"
"31-RC-138948","490 W. Foster Road, Santa Barbara, CA, 93110","No_Match"
"29-RC-165253","2100 Smithtown Avenue, Ronkonkoma, NY, ","Match","Exact","2100 SMITHTOWN AVE, RONKONKOMA, NY, 11779","-73.110729269896,40.79868097371","642662427","L","36","103","146618","4010"
"29-RC-333314","451 Clarkson Ave., Brooklyn, NY, ","Match","Exact","451 CLARKSON AVE, BROOKLYN, NY, 11203","-73.945225608004,40.655771944262","642653708","L","36","047","080800","1001"
"32-RC-248268","1675 Pomona Avenue, San Jose, CA, ","Match","Exact","1675 POMONA AVE, SAN JOSE, CA, 95110","-121.872875700636,37.310046903869","122910835","R","06","085","503121","3014"
"32-RC-241643","700 Avenger Avenue, Lemoore, CA, ","Match","Exact","700 AVENGER AVE, LEMOORE, CA, 93246","-119.871289587473,36.264871228093","635493746","R","06","031","980000","1113"
"31-RC-237494","6641 Santa Monica Boulevard, Hollywood, CA, 90038","Match","Non_Exact","6641 SANTA MONICA BLVD, W HOLLYWOOD, CA, 90038","-118.334453427295,34.090779729993","141599753","R","06","037","191901","2007"
"32-RC-251444","2708 Pinole Valley Road, Pinole, CA, ","Match","Exact","2708 PINOLE VALLEY RD, PINOLE, CA, 94564","-122.285679167089,37.995709355052","192090915","R","06","013","360101","3001"
"31-RC-174274","1503 Cypress Way, Santa Maria, CA, ","Match","Exact","1503 CYPRESS WAY, SANTA MARIA, CA, 93454","-120.412039877284,34.95101029232","645526320","L","06","083","002211","4002"
"32-RC-348087","1015 Joaquin Road, Mountain View, CA, 94043","Match","Exact","1015 JOAQUIN RD, MOUNTAIN VIEW, CA, 94043","-122.080370663185,37.417309719432","614024908","R","06","085","504601","1080"
"32-RC-196072","7171 N. Palm Avenue, Fresno, CA, ","Match","Exact","7171 N PALM AVE, FRESNO, CA, 93650","-119.808299468483,36.840022724496","645597405","L","06","019","004409","1005"
"29-RC-221051","847 Shepherd Avenue, Brooklyn, NY, ","Match","Exact","847 SHEPHERD AVE, BROOKLYN, NY, 11208","-73.876200262059,40.663909689815","640860490","L","36","047","111600","2011"
"32-RC-204652","629 W. Davis Street, Hanford, CA, ","Match","Non_Exact","629 DAVIS ST, HANFORD, CA, 93230","-119.652845902451,36.317631363181","197988108","L","06","031","001100","3002"
